stock,time,price,shares
CVU,09:30:00.23,15.12,900
DIA,09:30:00.23,164.79,96
CXM,09:30:00.23,0.8126,3485
DLA,09:30:00.23,17.03,558
DEJ,09:30:00.23,0.1169,25510
FUN,09:30:00.23,49.58,1774
GCAP,09:30:00.23,7.5,1805
GAM,09:30:00.23,34.99,2
FMN,09:30:00.23,13.23,3818
ETY,09:30:00.23,10.86,27104
EVER,09:30:00.23,18.34,2476
EVF,09:30:00.23,6.9,7712
EVN,09:30:00.23,10.48,3221
SPY,09:30:00.23,183.92,100
SPY,09:30:00.23,183.92,52
SPY,09:30:00.23,183.93,77
CIG,09:30:00.23,7.62,100
CIG,09:30:00.23,7.62,100
CIG,09:30:00.23,7.62,100
BSL,09:30:00.23,18.76,12546
CI,09:30:00.23,86.85,400
CI,09:30:00.23,86.84,100
DPW,09:30:00.23,0.62,300
DSS,09:30:00.23,2.08,3220
EIA,09:30:00.23,10.66,2137
CSCO,09:30:00.23,22.26,46
CSCO,09:30:00.23,22.16,20
CSCO,09:30:00.23,22.26,225
CSCO,09:30:00.23,22.26,235
CRNT,09:30:00.23,3.02,9150
CSCO,09:30:00.23,22.26,7
CSCO,09:30:00.23,22.26,14
CSCO,09:30:00.23,22.26,100
CSCO,09:30:00.23,22.26,48
CTRN,09:30:00.23,16.94,123
CSCO,09:30:00.23,22.26,25
CRVL,09:30:00.23,46.89,2332
CVGI,09:30:00.23,7.27,945
CSCO,09:30:00.23,22.26,12
CTRX,09:30:00.23,47.45,15962
CMTL,09:30:00.23,31.5,1161
COCO,09:30:00.23,1.77,5428
CTP,09:30:00.23,5.6,500
CUR,09:30:00.23,2.9,11000
VWO,09:30:00.23,40.5,60
VOO,09:30:00.23,168.53,36
VTI,09:30:00.23,95.74,15
VOO,09:30:00.23,168.53,55
TBT,09:30:00.23,79.38,500
TBT,09:30:00.23,79.38,500
BLMT,09:30:00.23,15.05,207
BBH,09:30:00.23,88.75,50
ABX,09:30:00.23,17.95,100
A,09:30:00.23,57.09,188
ABX,09:30:00.23,17.95,300
ABX,09:30:00.23,17.945,200
ABX,09:30:00.23,17.95,200
OPHT,09:30:00.23,32.12,439
NWSA,09:30:00.23,18.05,31057
NFBK,09:30:00.23,13.19,1040
NKE,09:30:00.23,78.03,600
OIBR,09:30:00.23,1.54,600
CVM,09:30:00.23,0.59,1200
ZN,09:30:00.23,1.42,3091
ZN,09:30:00.23,1.42,3091
XONE,09:30:00.23,61.14,10
XLU,09:30:00.23,37.97,100
XLF,09:30:00.23,21.81,200
XLF,09:30:00.23,21.81,200
XLF,09:30:00.23,21.81,20
XLB,09:30:00.23,45.93,61
XLE,09:30:00.23,88,200
XLK,09:30:00.23,35.6,100
XLK,09:30:00.23,35.6,118
XLV,09:30:00.23,55.31,102
WLP,09:30:00.25,92,1030
JDSU,09:30:00.25,12.87,21951
LAYN,09:30:00.25,17.03,675
KLAC,09:30:00.25,64,14365
KRE,09:30:00.25,40.56,42
SYUT,09:30:00.25,8.65,100
SYUT,09:30:00.25,8.57,100
SYUT,09:30:00.25,8.57,300
ADBE,09:30:00.25,59.06,153257
ADES,09:30:00.25,54.24,744
NAC,09:30:00.25,12.85,12
NBBC,09:30:00.25,7.47,647
MNTG,09:30:00.25,5.14,6
LMNX,09:30:00.25,19.25,2466
MKTG,09:30:00.25,27.31,4745
MEAS,09:30:00.25,60.63,840
LPSB,09:30:00.25,11.15,300
NCLH,09:30:00.25,35.16,4187
NAVG,09:30:00.25,63,341
MTSN,09:30:00.25,2.72,550
MNTG,09:30:00.25,5.14,6
NCLH,09:30:00.25,35.16,4187
MPEL,09:30:00.25,39.39,40253
NCMI,09:30:00.25,19.92,354
ESBK,09:30:00.25,25.29,301
ECPG,09:30:00.25,50.03,1094
ESLT,09:30:00.25,59.67,1353
EEFT,09:30:00.25,47.045,100
EOPN,09:30:00.25,23.78,521
ESBK,09:30:00.25,25.29,301
AVID,09:30:00.25,8.13,1258
ASTI,09:30:00.25,0.77,58450
AWAY,09:30:00.25,40.92,6855
ATVI,09:30:00.25,17.87,94003
ATMI,09:30:00.25,30.17,283
AMCN,09:30:00.25,2.01,9009
ATTU,09:30:00.25,10.05,24482
ASFI,09:30:00.25,8.4,300
ASTI,09:30:00.25,0.77,58450
ANTH,09:30:00.25,3.07,1414
ATMI,09:30:00.25,30.17,283
VLTC,09:30:00.25,3.4,326
VGSH,09:30:00.25,60.87,1818
VLTC,09:30:00.25,3.4,326
SYUT,09:30:00.25,8.9,187
SYUT,09:30:00.25,8.88,187
SYUT,09:30:00.25,8.85,187
SYUT,09:30:00.25,8.78,100
SYUT,09:30:00.25,8.63,100
SYUT,09:30:00.25,8.57,100
SYUT,09:30:00.25,8.57,1300
TAYC,09:30:00.25,26.47,32
TICC,09:30:00.25,10.32,2826
SYUT,09:30:00.25,8.88,100
STB,09:30:00.25,6.18,3585
SYNM,09:30:00.25,3.36,180
SUPX,09:30:00.25,25.06,318
TICC,09:30:00.25,10.32,2826
TAXI,09:30:00.25,14.34,1764
AMSF,09:30:00.25,42.16,634
AMCN,09:30:00.25,2.01,9009
ASFI,09:30:00.25,8.4,300
POT,09:30:00.25,33.14,100
POT,09:30:00.25,33.14,100
PAC,09:30:00.25,52.73,400
POT,09:30:00.25,33.14,100
SHOS,09:30:00.25,25.51,732
SHBI,09:30:00.25,9.16,300
SHOS,09:30:00.25,25.51,732
SHBI,09:30:00.25,9.16,300
LPTH,09:30:00.25,1.37,600
MBRG,09:30:00.25,18.02,10
LOJN,09:30:00.25,3.64,300
LMNX,09:30:00.25,19.25,2466
XL,09:30:00.25,31.71,2100
DGX,09:30:00.25,53.45,100
NAC,09:30:00.25,12.85,12
ENR,09:30:00.25,108.18,100
ENR,09:30:00.25,108.22,100
EBR,09:30:00.25,2.42,200
EBR,09:30:00.25,2.42,100
ECT,09:30:00.25,7.67,10
AAPL,09:30:00.25,555.56,1
AEPI,09:30:00.25,52.68,725
ADBE,09:30:00.25,59.06,153257
ADES,09:30:00.25,54.24,744
ALLT,09:30:00.25,15.07,1762
AAL,09:30:00.25,25.155,100
AEPI,09:30:00.25,52.68,725
PBR,09:30:00.25,13.46,800
PVG,09:30:00.25,5.27,300
PAC,09:30:00.25,52.73,400
POT,09:30:00.25,33.14,100
DGX,09:30:00.25,53.48,100
DLR.PR.G,09:30:00.25,18.21,380
DGX,09:30:00.25,53.48,100
DMO,09:30:00.25,22.99,3868
DDC,09:30:00.25,14.53,100
DDC,09:30:00.25,14.53,100
DLR,09:30:00.25,49.63,800
DLR,09:30:00.25,49.63,800
DKL,09:30:00.25,31.81,100
CORR,09:30:00.25,7.12,1210
CUZ,09:30:00.25,10.27,7519
CPB,09:30:00.25,43.09,25
COP,09:30:00.25,70.27,100
CORR,09:30:00.25,7.13,110
CORR,09:30:00.25,7.13,100
CVI,09:30:00.25,43.44,100
CVI,09:30:00.25,43.44,100
IGU,09:30:00.25,52.46,100
IXN,09:30:00.25,82.51,73
IEFA,09:30:00.25,60.06,2200
XLB,09:30:00.25,45.94,38
XLE,09:30:00.25,88.02,160
M,09:30:00.25,53.17,1065
M,09:30:00.25,53.17,1065
KGC,09:30:00.25,4.45,100
KGC,09:30:00.25,4.45,100
JNJ,09:30:00.25,91.11,8
SU,09:30:00.25,34.93,100
SWK,09:30:00.25,80.55,3
SU,09:30:00.25,34.93,200
TCK,09:30:00.25,25.79,100
SU,09:30:00.25,34.93,100
OIBR,09:30:00.25,1.54,600
WPRT,09:30:00.25,19.48,100
WSTC,09:30:00.25,25.61,239
XGTI,09:30:00.25,1.5,500
XGTI,09:30:00.25,1.5,339
VOO,09:30:00.25,168.53,9
VOO,09:30:00.25,168.53,28
VEA,09:30:00.25,41.22,200
VEA,09:30:00.25,41.22,1500
VEA,09:30:00.25,41.22,71
VV,09:30:00.25,84.59,1
SDRL,09:30:00.25,40.48,200
SID,09:30:00.25,6.06,400
SID,09:30:00.25,6.06,100
SID,09:30:00.25,6.06,100
SID,09:30:00.25,6.06,100
SID,09:30:00.25,6.06,100
SCG,09:30:00.25,47.17,1800
SB,09:30:00.25,10.22,100
ATNY,09:30:00.25,3.41,755
ANTH,09:30:00.25,3.07,1414
SPLS,09:30:00.25,15.9,2073770
SPRT,09:30:00.25,3.79,2719
SPLS,09:30:00.25,15.9,2073770
DNDN,09:30:00.25,2.93,74773
DNDN,09:30:00.25,2.96,105
DNDN,09:30:00.25,2.97,100
DNDN,09:30:00.25,2.97,100
DNDN,09:30:00.25,2.97,100
DNDN,09:30:00.25,2.97,100
DNDN,09:30:00.25,3,100
DNDN,09:30:00.25,3,100
LIVE,09:30:00.25,4.06,1264
JRCC,09:30:00.25,1.35,7516
JVA,09:30:00.25,5.12,10020
LIVE,09:30:00.25,4.06,1264
RDA,09:30:00.25,17.82,4261
QUNR,09:30:00.25,26.35,2610
ROYL,09:30:00.25,2.56,4267
RGLD,09:30:00.25,47.1,6606
PST,09:30:00.25,30.22,52
PID,09:30:00.25,18.31,1
ZOOM,09:30:00.25,4.8,9556
ZOOM,09:30:00.25,4.8,9556
Z,09:30:00.25,82.3,42
Z,09:30:00.25,82.2,58
Z,09:30:00.25,82.3,10
MEAS,09:30:00.25,60.63,840
LPSB,09:30:00.25,11.15,300
LPTH,09:30:00.25,1.37,600
MDVN,09:30:00.25,63.36,13467
MBRG,09:30:00.25,18.02,10
MASC,09:30:00.25,11.83,2211
LOJN,09:30:00.25,3.64,300
LSBI,09:30:00.25,28.68,22
MDVN,09:30:00.25,63.36,13467
HRZN,09:30:00.25,14.14,200
ICLR,09:30:00.25,40.35,100
HOME,09:30:00.25,14.89,57
JRCC,09:30:00.25,1.35,7516
JCOM,09:30:00.25,49.72,1969
JVA,09:30:00.25,5.12,10020
GOOG,09:30:00.25,1115.46,25687
GPRC,09:30:00.25,2.91,833
FWLT,09:30:00.25,32.85,5614
GILD,09:30:00.25,75.205,100
GILD,09:30:00.25,75.36,40
GOOG,09:30:00.25,1115.5,5
GOOG,09:30:00.25,1115.5,1
FWLT,09:30:00.25,32.85,5614
GOODO,09:30:00.25,24.39,1
GILD,09:30:00.25,75.36,40
FXCB,09:30:00.25,17.3,22
GILD,09:30:00.25,75.205,100
MTSN,09:30:00.25,2.72,550
MPEL,09:30:00.25,39.39,40253
MSG,09:30:00.25,57.52,1258
NCMI,09:30:00.25,19.92,354
MU,09:30:00.25,21.68,100
MSFG,09:30:00.25,17.87,721
MSG,09:30:00.25,57.52,1258
CRUS,09:30:00.25,20.42,21786
CTRN,09:30:00.25,16.94,123
CROX,09:30:00.25,16.13,45385
CTRX,09:30:00.25,47.45,15962
CRUS,09:30:00.25,20.42,21786
CRTX,09:30:00.25,9.49,100
CROX,09:30:00.25,16.13,45385
COHU,09:30:00.25,10.42,1000
CSCO,09:30:00.25,22.26,46
CUNB,09:30:00.25,17.48,400
CPAH,09:30:00.25,1.15,1000
COHU,09:30:00.25,10.42,1000
CHCI,09:30:00.25,1.97,1600
BSQR,09:30:00.25,3.54,1372
CLRO,09:30:00.25,8.7,1297
CLFD,09:30:00.25,19.76,11463
CEDU,09:30:00.25,6.8,282
CA,09:30:00.25,33.49,37108
CELGZ,09:30:00.25,2.78,134
CHCI,09:30:00.25,1.97,1600
ISIL,09:30:00.25,10.59,38612
IVAN,09:30:00.25,0.63,500
IPGP,09:30:00.25,76.89,12108
IIIN,09:30:00.25,22.7,66
INTU,09:30:00.25,75.72,58028
ISSI,09:30:00.25,12,1062
IIIN,09:30:00.25,22.7,66
INTU,09:30:00.25,75.72,58028
ISSI,09:30:00.25,12,1062
BIRT,09:30:00.25,7.67,3734
BMRN,09:30:00.25,70.11,100
BDGE,09:30:00.25,25.81,301
BCBP,09:30:00.25,13.2,550
NWSA,09:30:00.25,18.05,31057
NFBK,09:30:00.25,13.19,1040
NGPC,09:30:00.25,7.42,100
NEO,09:30:00.25,3.62,1063
NWBI,09:30:00.25,14.71,2181
NGPC,09:30:00.25,7.42,100
NEO,09:30:00.25,3.62,1063
FLL,09:30:00.25,2.76,500
FFIN,09:30:00.25,66.05,892
FB,09:30:00.25,54.83,100
FFIN,09:30:00.25,66.05,892
FSLR,09:30:00.25,54.46,58
FONR,09:30:00.25,20.99,8242
FONR,09:30:00.25,20.99,8242
MASC,09:30:00.25,11.83,2211
LSBI,09:30:00.25,28.68,22
MDAS,09:30:00.25,19.72,3441
TYPE,09:30:00.25,31.82,959
TYPE,09:30:00.25,31.82,959
TROW,09:30:00.25,83.58,11520
TRP,09:30:00.25,45.66,200
TTP,09:30:00.25,28.24,100
CLFD,09:30:00.25,19.76,11463
CA,09:30:00.25,33.49,37108
CELGZ,09:30:00.25,2.78,134
BTG,09:30:00.25,2.11,300
VCI,09:30:00.25,34.2,565
VCI,09:30:00.25,34.2,100
VCI,09:30:00.25,34.2,100
VCI,09:30:00.25,34.2,100
VCI,09:30:00.25,34.2,400
VCI,09:30:00.25,34.2,100
DNDN,09:30:00.25,2.97,100
DNDN,09:30:00.25,2.96,5
DNDN,09:30:00.25,2.93,74773
EFA,09:30:00.25,66.23,124
EFA,09:30:00.25,66.23,72
EFA,09:30:00.25,66.23,238
EFA,09:30:00.25,66.23,618
DTYS,09:30:00.25,32.61,7
PRFZ,09:30:00.25,97.61,7797
PSMT,09:30:00.25,116.1,50
PCBK,09:30:00.25,15.88,927
PNFP,09:30:00.25,32.5,1471
PFBI,09:30:00.25,14.18,300
PNFP,09:30:00.25,32.5,1471
PAYX,09:30:00.25,45.44,26123
PBIB,09:30:00.25,1,200
PCBK,09:30:00.25,15.9,400
PFBI,09:30:00.25,14.18,300
PBPB,09:30:00.25,24.47,4704
PAYX,09:30:00.25,45.44,26123
PBIB,09:30:00.25,1,200
TTP,09:30:00.25,28.24,100
CP,09:30:00.25,150.23,300
CP,09:30:00.25,150.23,300
AMSF,09:30:00.25,42.16,634
ATNY,09:30:00.25,3.41,755
ARCP,09:30:00.25,12.99,36708
AVB,09:30:00.25,118.25,100
AZN,09:30:00.25,58.59,100
APA,09:30:00.25,85.78,1
SPRT,09:30:00.25,3.79,2719
SNDK,09:30:00.25,70.32,80
SNFCA,09:30:00.25,4.87,300
SOXX,09:30:00.25,72.27,1986
XLV,09:30:00.25,55.31,200
CI,09:30:00.25,87.04,100
CB,09:30:00.25,96.13,34
CHK,09:30:00.25,27.07,25
BBH,09:30:00.25,88.76,96
BK,09:30:00.25,34.34,100
SCSC,09:30:00.25,42.28,252
SIFI,09:30:00.25,11.97,300
EOI,09:30:00.25,13,1471
ROYL,09:30:00.25,2.56,4267
RGLD,09:30:00.25,47.1,6606
RFMD,09:30:00.25,5.13,115
ACH,09:30:00.25,8.6,100
ABX,09:30:00.25,17.94,100
ABX,09:30:00.25,17.94,100
ABX,09:30:00.25,17.945,100
ABX,09:30:00.25,17.94,100
AEM,09:30:00.25,27,200
AEM,09:30:00.25,27,100
ACH,09:30:00.25,8.6,100
ABX,09:30:00.25,17.95,300
ABX,09:30:00.25,17.94,100
ABX,09:30:00.25,17.94,200
STB,09:30:00.25,6.18,3585
SYUT,09:30:00.25,8.55,3600
SYUT,09:30:00.25,8.58,200
SYUT,09:30:00.25,8.51,1400
SUPX,09:30:00.25,25.06,318
SVBI,09:30:00.25,4.73,100
TCRD,09:30:00.25,16.42,1871
TAXI,09:30:00.25,14.34,1764
SVBI,09:30:00.25,4.73,100
SZYM,09:30:00.25,10.89,13002
TCRD,09:30:00.25,16.42,1871
SVXY,09:30:00.25,132.99,19
VV,09:30:00.25,84.59,1
EWQ,09:30:00.25,27.79,56
EXPR,09:30:00.25,18.63,9539
FAM,09:30:00.25,13.94,3619
FAV,09:30:00.25,8.72,2000
FCT,09:30:00.25,14.33,3154
FFC,09:30:00.25,17.48,5752
FIX,09:30:00.25,19.41,5796
ETO,09:30:00.25,24.33,200
ETO,09:30:00.25,24.33,200
SIAL,09:30:00.25,93.59,13820
SCSC,09:30:00.25,42.28,252
SIMO,09:30:00.25,14.15,1694
SKBI,09:30:00.25,3.5,2250
SIFI,09:30:00.25,11.97,300
SIAL,09:30:00.25,93.59,13820
SIMO,09:30:00.25,14.15,1694
SGYP,09:30:00.25,5.77,22101
SKBI,09:30:00.25,3.5,2250
RTK,09:30:00.25,1.75,7629
SGYP,09:30:00.25,5.77,22101
RTK,09:30:00.25,1.75,7629
PID,09:30:00.25,18.31,1
SZYM,09:30:00.25,10.89,13002
TCBK,09:30:00.25,28.32,312
STB,09:30:00.25,6.18,100
MSFG,09:30:00.25,17.87,721
QQQ,09:30:00.25,87.56,770
RGDO,09:30:00.25,4.78,5
RGDO,09:30:00.25,4.78,5
ROCK,09:30:00.25,18.6,1956
PXLW,09:30:00.25,4.83,2585
NKX,09:30:00.25,12.19,17
NKX,09:30:00.25,12.19,17
OABC,09:30:00.25,21.36,221
NWBI,09:30:00.25,14.71,2181
NINE,09:30:00.25,1.65,1000
NINE,09:30:00.25,1.7,500
OABC,09:30:00.25,21.36,221
ARCP,09:30:00.25,12.99,36708
ARIA,09:30:00.25,7.02,145316
ARIA,09:30:00.25,7.02,145316
IEFA,09:30:00.25,60.06,2200
IYR,09:30:00.25,62.92,53
IWM,09:30:00.25,115.08,100
IWM,09:30:00.25,115.08,310
IWP,09:30:00.25,84.1,300
IWP,09:30:00.25,84.1,130
IWF,09:30:00.25,85.6,1000
IWF,09:30:00.25,85.58,2603
ROCK,09:30:00.25,18.6,1956
PXLW,09:30:00.25,4.83,2585
ALLT,09:30:00.25,15.07,1762
ACTS,09:30:00.25,2.95,306
ADBE,09:30:00.25,59.15,100
ALIM,09:30:00.25,4.61,5504
ACIW,09:30:00.25,64.82,1024
ACTS,09:30:00.25,2.95,306
ALIM,09:30:00.25,4.61,5504
ACIW,09:30:00.25,64.82,1024
ADMP,09:30:00.25,6.55,1535
ADMP,09:30:00.25,6.55,1535
EAC,09:30:00.25,20.78,433
EFSC,09:30:00.25,20.3,402
EAC,09:30:00.25,20.78,433
EFSC,09:30:00.25,20.3,402
GAM,09:30:00.25,34.99,2
GOODO,09:30:00.25,24.39,1
FWRD,09:30:00.25,43.87,256
FXCB,09:30:00.25,17.3,22
FWRD,09:30:00.25,43.87,256
CUNB,09:30:00.25,17.48,400
CPAH,09:30:00.25,1.15,1000
CPWR,09:30:00.25,11.19,14251
CPWR,09:30:00.25,11.19,14251
CSCO,09:30:00.25,22.26,19
TCBK,09:30:00.25,28.32,312
RAX,09:30:00.25,38.98,400
BDGE,09:30:00.25,25.81,301
BCBP,09:30:00.25,13.2,550
ADBE,09:30:00.28,59.15,89
ADBE,09:30:00.28,59.2,11
NINE,09:30:00.28,1.65,1000
NINE,09:30:00.28,1.74,100
NINE,09:30:00.28,1.74,500
NINE,09:30:00.28,1.74,100
NINE,09:30:00.28,1.74,100
ANEN,09:30:00.28,27.98,721
SCG,09:30:00.28,47.17,1800
SB,09:30:00.28,10.22,100
RRC,09:30:00.28,83.17,100
T,09:30:00.28,35.24,300
SU,09:30:00.28,34.93,100
SU,09:30:00.28,34.93,100
T,09:30:00.28,35.24,300
TCK,09:30:00.28,25.79,100
MU,09:30:00.28,21.67,100
MU,09:30:00.28,21.67,596
MU,09:30:00.28,21.67,1404
AGN,09:30:00.28,110.77,22
ACE,09:30:00.28,102.78,100
ACE,09:30:00.28,102.73,100
ACE,09:30:00.28,102.7,100
ACE,09:30:00.28,102.64,100
ABX,09:30:00.28,17.94,100
DDC,09:30:00.28,14.4,100
DDC,09:30:00.28,14.38,100
CYS,09:30:00.28,7.42,29314
DCE,09:30:00.28,25.33,5850
DKT,09:30:00.28,26.71,1328
CXH,09:30:00.28,8.52,9970
CYH,09:30:00.28,39.2,44462
DDC,09:30:00.28,14.53,7061
DHX,09:30:00.28,7.26,4551
DDC,09:30:00.28,14.38,100
GLD,09:30:00.28,117.94,100
SPY,09:30:00.28,183.98,1000
SPY,09:30:00.28,183.99,2000
SPY,09:30:00.28,183.93,168
TBT,09:30:00.28,79.44,300
TBT,09:30:00.28,79.44,300
TBT,09:30:00.28,79.44,300
POT,09:30:00.28,33.14,100
POT,09:30:00.28,33.14,100
XGTI,09:30:00.28,1.5,500
X,09:30:00.28,29.98,100
WDAY,09:30:00.28,82.28,2000
WDAY,09:30:00.28,82.28,2000
KGC,09:30:00.28,4.45,100
JOY,09:30:00.28,58.04,300
IWM,09:30:00.28,115.07,28
IWF,09:30:00.28,85.6,100
IWF,09:30:00.28,85.58,200
IWF,09:30:00.28,85.58,3000
IWM,09:30:00.28,115.07,22
IWM,09:30:00.28,115.07,78
IWM,09:30:00.28,115.07,100
IWM,09:30:00.28,115.07,100
IWM,09:30:00.28,115.07,100
FALC,09:30:00.28,1.34,405
FFNW,09:30:00.28,10.34,135
FALC,09:30:00.28,1.34,405
FFNW,09:30:00.28,10.34,135
FRAN,09:30:00.28,18.32,3944
FRAN,09:30:00.28,18.32,3944
VGIT,09:30:00.28,62.72,973
VGIT,09:30:00.28,62.72,973
VRNG,09:30:00.28,3.02,1000
NINE,09:30:00.28,1.74,100
OGXI,09:30:00.28,8.3,357
CZNC,09:30:00.28,20.65,873
RAX,09:30:00.28,38.98,400
RIG,09:30:00.28,49.37,3560
RIG,09:30:00.28,49.37,3560
RCKY,09:30:00.28,14.55,999
RCKY,09:30:00.28,14.55,999
REGI,09:30:00.28,11.44,6337
QLTY,09:30:00.28,12.72,4081
REGI,09:30:00.28,11.44,6337
QLTY,09:30:00.28,12.72,4081
DPG,09:30:00.28,19.09,5077
HDS,09:30:00.28,23.35,28623
HEES,09:30:00.28,29.44,100
HDS,09:30:00.28,23.35,28623
HEES,09:30:00.28,29.44,100
GRPN,09:30:00.28,11.83,33
INTC,09:30:00.28,25.78,200
III,09:30:00.28,4.22,1900
ISRL,09:30:00.28,127.17,12
IQNT,09:30:00.28,11.43,4070
III,09:30:00.28,4.22,1900
ISSC,09:30:00.28,7.28,223
ISRL,09:30:00.28,127.17,12
INTC,09:30:00.28,25.78,147
IQNT,09:30:00.28,11.43,4070
ISSC,09:30:00.28,7.28,223
FCS,09:30:00.28,13.26,6558
FCS,09:30:00.28,13.26,6558
ETFC,09:30:00.28,19.68,80
ETFC,09:30:00.28,19.68,20
ETFC,09:30:00.28,19.68,48
FCTY,09:30:00.28,7.03,300
FCTY,09:30:00.28,7.03,300
EUFN,09:30:00.28,24.72,15673
EUFN,09:30:00.28,24.72,15673
EVAL,09:30:00.28,46.32,1
EVAL,09:30:00.28,46.32,1
DMLP,09:30:00.28,25.8,482
DEST,09:30:00.28,29.87,611
CZNC,09:30:00.28,20.65,873
DMLP,09:30:00.28,25.8,482
DEST,09:30:00.28,29.87,611
DGLD,09:30:00.28,79.36,2542
DGLD,09:30:00.28,79.36,2542
CZWI,09:30:00.28,7.38,300
CZWI,09:30:00.28,7.38,300
DGRW,09:30:00.28,27.77,1022
DGRW,09:30:00.28,27.77,1022
DSL,09:30:00.28,21.09,6880
DTK,09:30:00.28,25.97,712
ENB,09:30:00.28,43.68,100
DTT,09:30:00.28,24.76,1158
EQT,09:30:00.28,89.88,8524
DOM,09:30:00.28,5.6,3000
DX,09:30:00.28,7.95,10125
DXB,09:30:00.28,24.82,929
OGXI,09:30:00.28,8.3,357
ORLY,09:30:00.28,128.41,3
OMCL,09:30:00.28,25.46,2435
OMCL,09:30:00.28,25.46,2435
URBN,09:30:00.28,38.4,100
URBN,09:30:00.28,38.33,100
URBN,09:30:00.28,38.32,100
URBN,09:30:00.28,38.3,21
ROSG,09:30:00.28,2.92,14
ROSG,09:30:00.28,2.92,14
QQQ,09:30:00.28,87.55,125
XLF,09:30:00.28,21.82,880
HYGS,09:30:00.28,19.21,2273
HDS,09:30:00.28,23.36,100
HDS,09:30:00.28,23.28,100
HYGS,09:30:00.28,19.21,2273
HDS,09:30:00.28,23.36,100
HTBI,09:30:00.28,15.98,39
HTBI,09:30:00.28,15.98,39
HDS,09:30:00.28,23.28,200
HMSY,09:30:00.28,22.46,14371
HMSY,09:30:00.28,22.46,14371
HNH,09:30:00.28,24.19,21
HNH,09:30:00.28,24.19,21
MU,09:30:00.28,21.68,100
MU,09:30:00.28,21.67,100
MU,09:30:00.28,21.67,100
MU,09:30:00.28,21.67,500
MU,09:30:00.28,21.67,100
MOFG,09:30:00.28,27.02,13
MOFG,09:30:00.28,27.02,13
NANO,09:30:00.28,18.88,4805
NANO,09:30:00.28,18.88,4805
MTEX,09:30:00.28,17.08,300
MTEX,09:30:00.28,17.08,300
SIRI,09:30:00.28,3.46,11578
SIRI,09:30:00.28,3.46,8422
SGYPW,09:30:00.28,2.15,100
SALE,09:30:00.28,29.08,4965
SID,09:30:00.28,6.06,400
CAR,09:30:00.28,40.21,100
CAR,09:30:00.28,40.21,50
CHKP,09:30:00.28,63.98,50
CHKP,09:30:00.28,63.98,41
CASY,09:30:00.28,69.75,2277
CASY,09:30:00.28,69.75,2277
BRLI,09:30:00.28,25.47,4651
BRLI,09:30:00.28,25.47,4651
CECO,09:30:00.28,5.67,10454
CECO,09:30:00.28,5.67,10454
CAMT,09:30:00.28,4.1,14839
CAMT,09:30:00.28,4.1,14839
CASS,09:30:00.28,66.84,300
CASS,09:30:00.28,66.84,300
CRD.A,09:30:00.28,7.59,185
CS,09:30:00.28,30.76,8869
CRD.B,09:30:00.28,9.19,118
CSS,09:30:00.28,28.7,1915
C.PR.J,09:30:00.28,25.9,2
INTC,09:30:00.28,25.78,400
ISIS,09:30:00.28,39.79,7598
ISIS,09:30:00.28,39.79,7598
PBPB,09:30:00.28,24.47,4704
PRFT,09:30:00.28,23.2,6168
PRFT,09:30:00.28,23.2,6168
PTEN,09:30:00.28,25.21,14275
PTEN,09:30:00.28,25.21,14275
PLUG,09:30:00.28,2.06,500
PAYX,09:30:00.28,45.45,40
PAYX,09:30:00.28,45.45,60
MGNX,09:30:00.28,27.15,277
MDAS,09:30:00.28,19.72,3441
MGNX,09:30:00.28,27.15,277
LULU,09:30:00.28,59.1,60
SNFCA,09:30:00.28,4.87,300
SOXX,09:30:00.28,72.27,1986
SPCB,09:30:00.28,4.74,6105
SPCB,09:30:00.28,4.73,100
SPCB,09:30:00.28,4.73,51
SPCB,09:30:00.28,4.72,49
SPCB,09:30:00.28,4.74,6105
SPCB,09:30:00.28,4.72,100
SPCB,09:30:00.28,4.72,100
SPEX,09:30:00.28,9.26,9152
SPEX,09:30:00.28,9.26,9152
SLRC,09:30:00.28,22.5,2793
SLRC,09:30:00.28,22.5,2793
SPDC,09:30:00.28,4.62,4769
SPDC,09:30:00.28,4.62,4769
EWG,09:30:00.28,31,2
EWZ,09:30:00.28,43.64,400
EWZ,09:30:00.28,43.64,100
EWC,09:30:00.28,29.11,55
EWZ,09:30:00.28,43.64,400
EWZ,09:30:00.28,43.64,100
ORCL,09:30:00.28,37.8,42
TROW,09:30:00.28,83.58,11520
TSCO,09:30:00.28,77.6,20427
TSCO,09:30:00.28,77.6,20427
UBNT,09:30:00.28,45.9,6889
UBNT,09:30:00.28,45.9,6889
CUBE,09:30:00.28,15.94,5256
CVI,09:30:00.28,43.42,7271
CMN,09:30:00.28,33.9,779
CNL,09:30:00.28,46.6,2931
FFA,09:30:00.28,13.31,2
FFA,09:30:00.28,13.31,2
FN,09:30:00.28,20.54,274
FDO,09:30:00.28,64.97,100
FSS,09:30:00.28,14.55,6968
JCOM,09:30:00.28,49.72,1969
JDSU,09:30:00.28,12.87,100
KIOR,09:30:00.28,1.66,3860
KIOR,09:30:00.28,1.66,3860
AGCO,09:30:00.28,58.82,67
ABX,09:30:00.28,17.94,100
AGCO,09:30:00.28,59.02,100
ABX,09:30:00.28,17.95,100
GFIG,09:30:00.28,3.91,830
FXCM,09:30:00.28,17.75,2119
GFI,09:30:00.28,3.25,500
GFI,09:30:00.28,3.25,500
GDOT,09:30:00.28,25.45,16537
