stock,time,price,shares
SPY,09:30:00.15,183.95,300
SPY,09:30:00.15,183.95,300
SPY,09:30:00.15,183.95,100
SPY,09:30:00.15,183.96,1200
SPY,09:30:00.15,183.93,300
SPY,09:30:00.15,183.92,200
SPY,09:30:00.15,183.92,1
SPY,09:30:00.15,183.93,100
SPY,09:30:00.15,183.92,51
SPY,09:30:00.15,183.92,91
SPY,09:30:00.15,183.92,54
BCS,09:30:00.15,18.1,100
BCS,09:30:00.15,18.1,100
BCS,09:30:00.15,18.1,100
BCS,09:30:00.15,18.1,300
BCS,09:30:00.15,18.1,100
BCS,09:30:00.15,18.1,100
BCS,09:30:00.15,18.1,100
BCS,09:30:00.15,18.1,200
BCS,09:30:00.15,18.1,300
BCS,09:30:00.15,18.1,200
BBT,09:30:00.15,36.93,100
BHP,09:30:00.15,67.36,100
JWN,09:30:00.15,61.67,2600
KOG,09:30:00.15,11.15,1000
KGC,09:30:00.15,4.45,200
KORS,09:30:00.15,80.94,15
KORS,09:30:00.15,80.97,100
KORS,09:30:00.15,80.98,85
JWN,09:30:00.15,61.67,2600
KGC,09:30:00.15,4.45,100
KGC,09:30:00.15,4.45,100
KGC,09:30:00.15,4.45,100
IYR,09:30:00.15,62.93,100
IVV,09:30:00.15,185.01,100
GDXJ,09:30:00.15,31.98,138
GDXJ,09:30:00.15,31.98,138
SAM,09:30:00.15,239.75,2
SBGL,09:30:00.15,4.85,200
SBGL,09:30:00.15,4.86,200
RRC,09:30:00.15,81.84,3
RYL,09:30:00.15,43.42,3
SID,09:30:00.15,6.06,200
SCZ,09:30:00.15,50.6,40
MRO,09:30:00.15,35.26,100
NSPR,09:30:00.15,2.52,200
ETN,09:30:00.15,75.69,1
ETP,09:30:00.15,56.88,3
EV,09:30:00.15,42.51,98
ETP,09:30:00.15,56.88,97
FNV,09:30:00.15,41.2,100
EVER,09:30:00.15,18.37,1000
ALV,09:30:00.15,90.77,99
AVK,09:30:00.15,18.53,135
AMC,09:30:00.15,20.73,100
ATO,09:30:00.15,45.26,23
ATO,09:30:00.15,45.3,100
VOC,09:30:00.15,14.73,2
UTF,09:30:00.15,20.54,100
UTX,09:30:00.15,112.9,100
UTX,09:30:00.15,112.9,100
UTX,09:30:00.15,112.89,100
STM,09:30:00.15,7.89,100
STM,09:30:00.15,7.89,200
SYY,09:30:00.15,36.69,3
X,09:30:00.15,29.98,100
WFC,09:30:00.15,45.16,600
X,09:30:00.15,29.96,300
X,09:30:00.15,29.96,100
X,09:30:00.15,29.95,200
X,09:30:00.15,29.96,100
X,09:30:00.15,29.96,100
X,09:30:00.15,29.96,100
WFC,09:30:00.15,45.16,3000
X,09:30:00.15,29.96,100
WFC,09:30:00.15,45.16,600
X,09:30:00.15,29.95,300
X,09:30:00.15,29.95,100
CX,09:30:00.15,11.85,198
CX,09:30:00.15,11.8,102
DDC,09:30:00.15,14.5,200
DDC,09:30:00.15,14.5,200
DDC,09:30:00.15,14.5,300
GRA,09:30:00.15,98.31,3
IBN,09:30:00.15,36.29,1
HMY,09:30:00.15,2.58,900
HMY,09:30:00.15,2.58,100
HQH,09:30:00.15,26.83,1
VTNR,09:30:00.15,3.39,500
VRSN,09:30:00.15,59.43,100
URBN,09:30:00.15,38.41,100
ADBE,09:30:00.15,59.15,11
AAPL,09:30:00.15,556,10
AAPL,09:30:00.15,556,10
AAPL,09:30:00.15,556,13
AAPL,09:30:00.15,556,10
AAPL,09:30:00.15,555.75,17
LECO,09:30:00.15,71.12,1372
LECO,09:30:00.15,71.12,1372
KIPS,09:30:00.15,0.72,1000
LLTC,09:30:00.15,45.48,32
NFLX,09:30:00.15,366.57,36
NFLX,09:30:00.15,366.57,250
NMRX,09:30:00.15,12.94,126
OCRX,09:30:00.15,13.13,2380
FSLR,09:30:00.15,54.28,12
ESYS,09:30:00.15,13.1,600
ANSS,09:30:00.15,86.44,4451
AMZN,09:30:00.15,398,8
AMZN,09:30:00.15,398,10
AVNW,09:30:00.15,2.26,2066
GOOG,09:30:00.15,1115.6,41
GOOG,09:30:00.15,1115.5,20
GOOG,09:30:00.15,1115.94,34
GBLI,09:30:00.15,25.1,500
GOOG,09:30:00.15,1115.5,21
GBLI,09:30:00.15,25.1,500
GILD,09:30:00.15,75.36,100
CZFC,09:30:00.15,9.49,300
CZFC,09:30:00.15,9.49,300
PMNA,09:30:00.15,12.05,68
PMNA,09:30:00.15,12.05,68
PACW,09:30:00.15,42.06,955
URBN,09:30:00.15,38.41,100
URBN,09:30:00.15,38.41,200
URBN,09:30:00.15,38.4,100
VRNG,09:30:00.15,3.01,7497
VTNR,09:30:00.15,3.39,500
VTNC,09:30:00.15,6.47,100
VTNC,09:30:00.15,6.46,100
VTNC,09:30:00.15,6.46,100
VTNC,09:30:00.15,6.47,100
VRNG,09:30:00.15,3.01,7497
VTNC,09:30:00.15,6.46,200
VTNC,09:30:00.15,6.46,100
VTNC,09:30:00.15,6.46,100
RCII,09:30:00.15,33.32,3362
RCII,09:30:00.15,33.32,3362
LSI,09:30:00.18,11.01,100
LSI,09:30:00.18,11.01,100
X,09:30:00.18,29.95,100
WFC,09:30:00.18,45.16,2797
WMB,09:30:00.18,38.33,100
WMB,09:30:00.18,38.34,100
WMB,09:30:00.18,38.35,200
WYN,09:30:00.18,73.29,100
X,09:30:00.18,29.95,100
WMB,09:30:00.18,38.35,100
AUQ,09:30:00.18,3.75,100
NPT,09:30:00.18,12.23,28
NPT,09:30:00.18,12.23,28
BECN,09:30:00.18,40.08,2443
BECN,09:30:00.18,40.08,2443
IGU,09:30:00.18,52.46,100
IWM,09:30:00.18,115.08,87
ECA,09:30:00.18,18.04,5
ECA,09:30:00.18,18.04,5
EBR,09:30:00.18,2.42,600
EBR,09:30:00.18,2.42,100
EBR,09:30:00.18,2.42,400
ECA,09:30:00.18,18.04,5
VWO,09:30:00.18,40.51,300
VEU,09:30:00.18,50,1200
VWO,09:30:00.18,40.51,300
BX,09:30:00.18,31.5,100
CIF,09:30:00.18,2.9,200
C,09:30:00.18,52.02,100
BSBR,09:30:00.18,5.88,100
C,09:30:00.18,52.02,100
BSBR,09:30:00.18,5.88,500
BSBR,09:30:00.18,5.88,400
BSBR,09:30:00.18,5.89,379
CEL,09:30:00.18,13.65,100
EWH,09:30:00.18,20.56,100
EWH,09:30:00.18,20.57,64
BIDU,09:30:00.18,177.49,100
BIDU,09:30:00.18,177.69,50
BGMD,09:30:00.18,1.01,20032
BDE,09:30:00.18,13.36,2176
RETL,09:30:00.18,80,8
RBY,09:30:00.18,0.93,1000
AEM,09:30:00.18,27,100
ABX,09:30:00.18,17.95,100
SPG,09:30:00.18,152.55,2
SMP,09:30:00.18,36.75,1
SNI,09:30:00.18,85.68,100
SNI,09:30:00.18,85.6,100
TW,09:30:00.18,126.36,3
TLK,09:30:00.18,35.76,2
TPL,09:30:00.18,99.57,2
X,09:30:00.18,29.95,100
WMB,09:30:00.18,38.39,100
X,09:30:00.18,29.95,200
X,09:30:00.18,29.95,100
HERO,09:30:00.18,6.54,175
HERO,09:30:00.18,6.54,125
HURC,09:30:00.18,24.89,304
HERO,09:30:00.18,6.55,375
GT,09:30:00.18,23.67,31137
HWKN,09:30:00.18,37.02,200
HERO,09:30:00.18,6.55,185
HWKN,09:30:00.18,37.02,200
DTLK,09:30:00.18,10.84,36
DRYS,09:30:00.18,4.38,100
DRYS,09:30:00.18,4.38,100
DTLK,09:30:00.18,10.84,36
FATE,09:30:00.18,6.35,20490
FSGI,09:30:00.18,2.28,143
ESYS,09:30:00.18,13.1,600
FATE,09:30:00.18,6.35,20490
BSBR,09:30:00.18,5.88,100
CIG,09:30:00.18,7.62,1100
CFN,09:30:00.18,39.81,26493
CI,09:30:00.18,86.99,100
CI,09:30:00.18,86.88,100
CIA,09:30:00.18,8.71,311
XLP,09:30:00.18,42.87,65
XLP,09:30:00.18,42.87,65
XLU,09:30:00.18,37.92,160
XLK,09:30:00.18,35.62,1000
DO,09:30:00.18,56.66,100
CWT,09:30:00.18,22.99,1908
CYT,09:30:00.18,92.84,4050
DDC,09:30:00.18,14.5,200
DM,09:30:00.18,0.7378,17225
DDE,09:30:00.18,1.48,900
CWH.PR.D,09:30:00.18,20.42,2200
SPCHB,09:30:00.18,1.26,34
SNDK,09:30:00.18,70.02,100
SNDK,09:30:00.18,69.99,10
SPCHB,09:30:00.18,1.26,34
SMT,09:30:00.18,2.19,261
SMT,09:30:00.18,2.19,261
SLM,09:30:00.18,26.24,100
MU,09:30:00.18,21.68,100
MSFT,09:30:00.18,37.35,100
NBIX,09:30:00.18,9.27,5177
MYL,09:30:00.18,43.38,100
MRGE,09:30:00.18,2.32,1377
NBIX,09:30:00.18,9.27,5177
MYL,09:30:00.18,43.38,100
MMYT,09:30:00.18,19.35,350
MSFT,09:30:00.18,37.35,38
MU,09:30:00.18,21.68,34
MU,09:30:00.18,21.68,66
MRGE,09:30:00.18,2.32,1377
MMYT,09:30:00.18,19.35,350
MT,09:30:00.18,17.61,100
SDRL,09:30:00.18,40.47,100
SDRL,09:30:00.18,40.48,200
SDRL,09:30:00.18,40.48,200
SDRL,09:30:00.18,40.48,100
SDRL,09:30:00.18,40.48,200
SDRL,09:30:00.18,40.48,200
CWH.PR.E,09:30:00.18,21.8,303
CWHN,09:30:00.18,20.82,408
DIA,09:30:00.18,164.8,200
KIPS,09:30:00.18,0.72,1000
JFBI,09:30:00.18,6.37,140
KSS,09:30:00.18,56.76,3
KGC,09:30:00.18,4.45,100
LDOS,09:30:00.18,46.07,200
LDOS,09:30:00.18,46.05,100
LDOS,09:30:00.18,46.04,100
KORS,09:30:00.18,80.98,185
CRL,09:30:00.18,52.62,99
CRL,09:30:00.18,53.08,99
CNQ,09:30:00.18,33.47,100
CVO,09:30:00.18,3.41,8510
CPT,09:30:00.18,56.88,7543
CNK,09:30:00.18,33.38,11984
CSI,09:30:00.18,18.26,3189
CSP,09:30:00.18,6.51,8535
CNQ,09:30:00.18,33.47,100
COL,09:30:00.18,74,16034
CNQ,09:30:00.18,33.47,100
NAD,09:30:00.18,12.63,8
NAD,09:30:00.18,12.63,8
CAS,09:30:00.18,14.8,1334
CKP,09:30:00.18,15.67,1343
CLD,09:30:00.18,17.94,1614
CLX,09:30:00.18,92.75,19735
BXS,09:30:00.18,25.35,3280
ORCL,09:30:00.18,37.79,100
ORCL,09:30:00.18,37.79,100
ORCL,09:30:00.18,37.79,100
ORCL,09:30:00.18,37.79,100
NUGT,09:30:00.18,29.25,100
NUGT,09:30:00.18,29.31,100
UDOW,09:30:00.18,111.64,100
TNA,09:30:00.18,76.8,100
RAVI,09:30:00.18,75.4,200
IR,09:30:00.18,61.25,99
CWHO,09:30:00.18,18.84,300
D,09:30:00.18,64.61,16006
DCI,09:30:00.18,43.28,6474
DBL,09:30:00.18,22.32,1512
DHF,09:30:00.18,4.07,20904
BCS,09:30:00.18,18.1,100
BCS,09:30:00.18,18.1,100
BCS,09:30:00.18,18.1,100
BCS,09:30:00.18,18.1,100
BCS,09:30:00.18,18.1,100
BCS,09:30:00.18,18.1,100
BCS,09:30:00.18,18.1,100
BCS,09:30:00.18,18.1,100
BFAM,09:30:00.18,36.53,301
BMO,09:30:00.18,66.5,4157
BLT,09:30:00.18,14.45,1632
BKE,09:30:00.18,52.62,2734
BOI,09:30:00.18,16.57,331
EVER,09:30:00.18,18.37,1000
FDO,09:30:00.18,65.04,8684
FDO,09:30:00.18,65,74
FET,09:30:00.18,28.1,1156
ETN,09:30:00.18,75.69,99
FRO,09:30:00.18,3.74,100
FRO,09:30:00.18,3.74,100
NUGT,09:30:00.18,29.32,150
CBI,09:30:00.18,82.94,13802
BRX,09:30:00.18,20.09,1524
BWA,09:30:00.18,55.89,23286
CEC,09:30:00.18,44.19,175
C,09:30:00.18,52.02,100
CAM,09:30:00.18,59.14,18495
CMA,09:30:00.18,47.21,26433
BWG,09:30:00.18,16.82,8514
BIP,09:30:00.18,39.02,5340
DRE,09:30:00.18,15.25,25768
DDF,09:30:00.18,9.4,106
DHG,09:30:00.18,14.4,11170
DNI,09:30:00.18,15.09,202
SUNS,09:30:00.18,18.2,21
SUNS,09:30:00.18,18.2,21
STX,09:30:00.18,55.93,145
GDX,09:30:00.18,21.58,100
GDX,09:30:00.18,21.58,100
GDX,09:30:00.18,21.58,300
GDX,09:30:00.18,21.59,600
GDX,09:30:00.18,21.58,375
DRC,09:30:00.18,59.25,2255
DPO,09:30:00.18,13.12,3850
DPM,09:30:00.18,50.4,1367
DX.PR.A,09:30:00.18,22.86,200
EHI,09:30:00.18,12.2,9770
DUC,09:30:00.18,10.01,1142
EME,09:30:00.18,42.42,3487
DPD,09:30:00.18,15.58,1404
WTFC,09:30:00.18,45.97,2676
WTFC,09:30:00.18,45.97,2676
KGC,09:30:00.18,4.45,100
JNJ,09:30:00.18,91.13,100
CAK,09:30:00.18,1.48,950
CEV,09:30:00.18,11.26,3217
CFP,09:30:00.18,5.15,4869
CLM,09:30:00.18,6.63,9568
PBR,09:30:00.18,13.46,100
PBR,09:30:00.18,13.46,100
PSA,09:30:00.18,150.41,1
PG,09:30:00.18,81.29,100
GSVC,09:30:00.18,12,1967
HP,09:30:00.18,83.95,1
IBM,09:30:00.18,187.2,32
SONC,09:30:00.18,20.04,4010
ACWI,09:30:00.18,57.19,6567
AMZN,09:30:00.18,399.07,68
APEI,09:30:00.18,43.47,548
ASIA,09:30:00.18,11.94,1038
ATSG,09:30:00.18,8.07,311
APEI,09:30:00.18,43.47,548
OCRX,09:30:00.18,13.13,2380
NTAP,09:30:00.18,41.01,58929
NWSA,09:30:00.18,18.05,168
NTAP,09:30:00.18,41.01,58929
OMED,09:30:00.18,29.91,1315
NRCIB,09:30:00.18,34.78,117
EHTH,09:30:00.18,46.5,2662
DRYS,09:30:00.18,4.38,24
DRYS,09:30:00.18,4.38,76
EHTH,09:30:00.18,46.5,2662
BGMD,09:30:00.18,1.01,20032
BDE,09:30:00.18,13.36,2176
BOCH,09:30:00.18,5.66,901
AEZS,09:30:00.18,1.41,1000
ACWI,09:30:00.18,57.19,6567
ABCB,09:30:00.18,21.09,47
VTNC,09:30:00.18,6.46,300
VTNC,09:30:00.18,6.46,200
VTNC,09:30:00.18,6.46,100
VTNC,09:30:00.18,6.46,300
VTNC,09:30:00.18,6.46,100
FTR,09:30:00.18,4.67,200
GILD,09:30:00.18,75.36,100
FUEL,09:30:00.18,61.21,540
GILD,09:30:00.18,75.36,100
PACW,09:30:00.18,42.06,955
PCLN,09:30:00.18,1157.02,2
PCLN,09:30:00.18,1157.01,34
PAYX,09:30:00.18,45.43,100
PBCT,09:30:00.18,15.07,100
CPXX,09:30:00.18,3.2,1000
CPXX,09:30:00.18,3.2,1000
MDCO,09:30:00.18,38.6,5
MFRI,09:30:00.18,15,7032
MFSF,09:30:00.18,17.12,300
QQQ,09:30:00.18,87.56,400
RGEN,09:30:00.18,13.74,14606
QTWW,09:30:00.18,7.78,11970
CVRR,09:30:00.18,22.67,4683
CNS,09:30:00.18,40,633
COV,09:30:00.18,67.87,17533
CPT,09:30:00.18,56.95,100
CPB,09:30:00.18,43.08,15162
CPT,09:30:00.18,57,16
EEM,09:30:00.18,40.99,58
MHFI,09:30:00.18,77.39,400
MHFI,09:30:00.18,77.38,100
MCD,09:30:00.18,96.8,32
MBI,09:30:00.18,11.9,100
TD,09:30:00.18,93.57,2
STI,09:30:00.18,36.8,100
SYY,09:30:00.18,36.69,100
R,09:30:00.18,73.11,3
RPAI,09:30:00.18,12.66,100
NKE,09:30:00.18,78.03,32
OCR,09:30:00.18,60.44,1
AZZ,09:30:00.18,48.75,250
ASX,09:30:00.18,4.75,500
ASX,09:30:00.18,4.75,500
ASX,09:30:00.18,4.75,500
ASX,09:30:00.18,4.75,500
ARW,09:30:00.18,54.29,100
ARW,09:30:00.18,54.33,17
SHM,09:30:00.18,24.28,2
FCAN,09:30:00.18,36.28,400
FLOT,09:30:00.18,50.73,15
FCAN,09:30:00.18,36.29,400
CATO,09:30:00.18,31.61,750
CBK,09:30:00.18,8.56,7501
CBL,09:30:00.18,17.96,24551
CLW,09:30:00.18,52.49,380
CCV,09:30:00.18,20.61,324
CEQP,09:30:00.18,13.9,4900
CHN,09:30:00.18,20.69,434
CPT,09:30:00.18,57,16
CMLP,09:30:00.18,24.75,6238
CNR,09:30:00.18,0.9,500
CMT,09:30:00.18,13.57,1255
CRF,09:30:00.18,6.09,10064
CRF,09:30:00.18,6.08,900
CPHI,09:30:00.18,0.34,230
BBH,09:30:00.18,88.75,100
SOCL,09:30:00.18,21.3,3406
SONC,09:30:00.18,20.04,4010
SPY,09:30:00.18,183.92,100
ADT,09:30:00.18,40.48,100
ABX,09:30:00.18,17.95,100
ABX,09:30:00.18,17.96,100
AI,09:30:00.18,26.5,50
WMB,09:30:00.18,38.38,100
X,09:30:00.18,29.95,300
WMT,09:30:00.18,78.69,32
IWM,09:30:00.18,115.08,100
IWM,09:30:00.18,115.07,100
IWM,09:30:00.18,115.07,100
V,09:30:00.20,221.59,32
VCI,09:30:00.20,34.2,200
VCI,09:30:00.20,34.2,200
UPS,09:30:00.20,104.59,100
VWO,09:30:00.20,40.51,100
VWO,09:30:00.20,40.51,100
VWO,09:30:00.20,40.5,85
TCK,09:30:00.20,25.76,100
T,09:30:00.20,35.25,32
SYY,09:30:00.20,36.69,100
SRTY,09:30:00.20,10.82,1400
CCXI,09:30:00.20,5.82,3905
CCXI,09:30:00.20,5.82,3905
MOO,09:30:00.20,53.8,100
MOO,09:30:00.20,53.75,500
QTWW,09:30:00.20,7.78,100
QTWW,09:30:00.20,7.78,100
QTWW,09:30:00.20,7.78,462
QTWW,09:30:00.20,7.79,100
QTWW,09:30:00.20,7.8,100
QTWW,09:30:00.20,7.8,100
QTWW,09:30:00.20,7.8,562
SLM,09:30:00.20,26.24,100
SLM,09:30:00.20,26.24,100
SOCL,09:30:00.20,21.3,3406
SLM,09:30:00.20,26.24,114
CFR.PR.A,09:30:00.20,19.85,100
CEN,09:30:00.20,18.22,501
CI,09:30:00.20,86.84,300
CLI,09:30:00.20,21.12,18140
BTZ,09:30:00.20,13.03,7000
BWP,09:30:00.20,25.5,10434
CDR,09:30:00.20,6.26,2602
BTO,09:30:00.20,23.38,5122
BWS,09:30:00.20,27.76,21946
ZINC,09:30:00.20,16.25,12773
XONE,09:30:00.20,61,5
XONE,09:30:00.20,61,5
ZINC,09:30:00.20,16.25,12773
NTGR,09:30:00.20,32.85,962
NFLX,09:30:00.20,366.85,15
NIHD,09:30:00.20,2.76,19803
NUTR,09:30:00.20,26.78,400
OMED,09:30:00.20,29.91,1315
OBCI,09:30:00.20,2.43,1360
NRCIB,09:30:00.20,34.78,117
NFLX,09:30:00.20,366.85,18
FSGI,09:30:00.20,2.28,143
FSYS,09:30:00.20,13.9,3883
HBAN,09:30:00.20,9.6,150
GSVC,09:30:00.20,12,1967
ICLN,09:30:00.20,10.4,110
ISRG,09:30:00.20,383.4,100
INTC,09:30:00.20,25.79,32
IMI,09:30:00.20,5,400
INTC,09:30:00.20,25.78,100
JFBI,09:30:00.20,6.37,140
LECO,09:30:00.20,71.29,21
JDSU,09:30:00.20,12.88,300
JDSU,09:30:00.20,12.88,100
JDSU,09:30:00.20,12.86,300
JNJ,09:30:00.20,91.13,32
KGC,09:30:00.20,4.45,100
KGC,09:30:00.20,4.45,100
KGC,09:30:00.20,4.45,100
JEC,09:30:00.20,63.67,100
JPM,09:30:00.20,58.32,32
KGC,09:30:00.20,4.45,100
QTWW,09:30:00.20,7.8,100
QTWW,09:30:00.20,7.8,100
QTWW,09:30:00.20,7.8,100
RGEN,09:30:00.20,13.74,14606
RDCM,09:30:00.20,5.38,2800
QTWW,09:30:00.20,7.78,11970
STM,09:30:00.20,7.89,200
STM,09:30:00.20,7.89,200
GS,09:30:00.20,177.01,32
HPQ,09:30:00.20,27.88,100
HPQ,09:30:00.20,27.9,100
HIX,09:30:00.20,9.01,100
HD,09:30:00.20,81.97,32
DY,09:30:00.20,27.6,4941
DRI,09:30:00.20,54.18,17454
DRL,09:30:00.20,15.66,400
DSU,09:30:00.20,4,31957
DRI,09:30:00.20,54.19,100
XLY,09:30:00.20,66.7,85
XLF,09:30:00.20,21.82,328
XLF,09:30:00.20,21.82,313
XLF,09:30:00.20,21.82,328
XLF,09:30:00.20,21.81,100
XLK,09:30:00.20,35.62,430
NVO,09:30:00.20,184.62,100
OII,09:30:00.20,77.72,100
OII,09:30:00.20,77.7,300
NEM,09:30:00.20,23.47,200
GFI,09:30:00.20,3.24,2800
GME,09:30:00.20,49.26,100
GE,09:30:00.20,27.86,50
GE,09:30:00.20,27.86,50
GG,09:30:00.20,22.15,375
GG,09:30:00.20,22.15,375
GG,09:30:00.20,22.15,105
GG,09:30:00.20,22.15,300
GPS,09:30:00.20,39.29,100
GPS,09:30:00.20,39.29,100
GPS,09:30:00.20,39.31,100
GDOT,09:30:00.20,25.32,1200
CIK,09:30:00.20,3.56,10887
SBGL,09:30:00.20,4.86,52
RYL,09:30:00.20,43.42,89
SAP,09:30:00.20,84.97,1900
RRC,09:30:00.20,81.84,97
BRC,09:30:00.20,30.67,33
BEN,09:30:00.20,57.33,1392
BGC,09:30:00.20,29.32,4060
BRC,09:30:00.20,30.94,1993
BEN,09:30:00.20,57.33,1661
BRC,09:30:00.20,30.64,100
BMO,09:30:00.20,66.56,100
BCR,09:30:00.20,134,100
BCR,09:30:00.20,134.15,100
TOWN,09:30:00.20,15.37,200
TOWN,09:30:00.20,15.37,200
UNH,09:30:00.20,74.89,32
COF.PR.P,09:30:00.20,21.6,1327
CRK,09:30:00.20,18.2,4905
CUB,09:30:00.20,52.55,256
CRT,09:30:00.20,29.48,101
CSG,09:30:00.20,7.65,13688
CNQ,09:30:00.20,33.47,22767
CRI,09:30:00.20,71.85,100
CRI,09:30:00.20,71.95,100
CAP,09:30:00.20,23.57,478
CCG,09:30:00.20,9.41,3964
CE,09:30:00.20,55.15,5348
PCG,09:30:00.20,40.37,100
POT,09:30:00.20,33.15,100
POT,09:30:00.20,33.15,300
PPP,09:30:00.20,4.56,100
PSA,09:30:00.20,150.41,1
POT,09:30:00.20,33.15,200
POT,09:30:00.20,33.15,200
PEP,09:30:00.20,82.9,100
PEP,09:30:00.20,82.92,300
PDS,09:30:00.20,9.33,487
CE,09:30:00.20,54.93,169
CGI,09:30:00.20,19.4,735
CEM,09:30:00.20,27.05,9744
CHSP,09:30:00.20,25.24,1777
CLDT,09:30:00.20,20.44,362
DMB,09:30:00.20,10.36,926
DIS,09:30:00.20,76.01,100
DDC,09:30:00.20,14.5,200
IRL,09:30:00.20,12.74,100
IOC,09:30:00.20,51.2,100
IRL,09:30:00.20,12.74,100
RVBD,09:30:00.20,17.97,100
RVBD,09:30:00.20,17.97,200
DRYS,09:30:00.20,4.38,33
ELRC,09:30:00.20,18.4,412
EBAY,09:30:00.20,54.97,100
EBAY,09:30:00.20,54.98,94
EBAY,09:30:00.20,54.98,176
NTGR,09:30:00.20,32.85,962
NEWP,09:30:00.20,17.92,3049
MCGC,09:30:00.20,4.39,1741
MFRI,09:30:00.20,15,7032
CPTA,09:30:00.20,19.88,152
CPLA,09:30:00.20,66.25,534
CTAS,09:30:00.20,59.25,11832
CPTA,09:30:00.20,19.88,152
CME,09:30:00.20,77.96,606169
NIHD,09:30:00.20,2.76,19803
NUTR,09:30:00.20,26.78,400
OBCI,09:30:00.20,2.43,1360
ONNN,09:30:00.20,8,1000
BOCH,09:30:00.20,5.66,901
PFSW,09:30:00.20,9,1023
PNQI,09:30:00.20,68.31,3020
PAYX,09:30:00.20,45.43,100
PBCT,09:30:00.20,15.07,100
PNQI,09:30:00.20,68.3,14
PNQI,09:30:00.20,68.3,86
PFSW,09:30:00.20,9,1023
PNQI,09:30:00.20,68.31,3020
PSMT,09:30:00.20,114.69,1426
PCOM,09:30:00.20,25.39,30
MFSF,09:30:00.20,17.12,300
MCGC,09:30:00.20,4.39,96
MCGC,09:30:00.20,4.39,1741
MCGC,09:30:00.20,4.38,96
MFRM,09:30:00.20,42.8,626
LWAY,09:30:00.20,15.9,290
VTNC,09:30:00.20,6.46,100
VTNC,09:30:00.20,6.46,300
VTNC,09:30:00.20,6.46,200
VXUS,09:30:00.20,51.83,19758
VTNC,09:30:00.20,6.46,100
VISN,09:30:00.20,24.11,5041
VIEW,09:30:00.20,2.35,400
VLKAY,09:30:00.20,53.09,100
VLKAY,09:30:00.20,53.09,111
VLKAY,09:30:00.20,53.09,30
VTEQ,09:30:00.20,2.11,4
FMCC,09:30:00.20,2.905,32
FMCC,09:30:00.20,2.905,14
FMCC,09:30:00.20,2.905,200
FMCC,09:30:00.20,2.905,5000
FMCC,09:30:00.20,2.905,166
FMCC,09:30:00.20,2.905,300
FMCC,09:30:00.20,2.905,588
FNMA,09:30:00.20,3.005,80
FMCC,09:30:00.20,2.905,2412
FMCC,09:30:00.20,2.905,988
FNMA,09:30:00.20,3.005,380
FMCC,09:30:00.20,2.905,10
FMCC,09:30:00.20,2.905,750
FNMA,09:30:00.20,3.005,400
FITX,09:30:00.20,0.006,5000
FMCC,09:30:00.20,2.905,15
FMCC,09:30:00.20,2.905,500
FMCC,09:30:00.20,2.905,250
FNMA,09:30:00.20,3.005,100
ASIA,09:30:00.20,11.95,100
ANSS,09:30:00.20,87.17,8
AMRN,09:30:00.20,1.93,10
CMPD,09:30:00.20,0.11,4000
CVST,09:30:00.20,0.0021,1000
BDTTZ,09:30:00.20,0.001,300
UGNEQ,09:30:00.20,0.0003,200000
UGNEQ,09:30:00.20,0.0003,200000
TITXF,09:30:00.20,0.9,10
TNKY,09:30:00.20,0.135,25
ENZN,09:30:00.20,1.17,12432
ELRC,09:30:00.20,18.4,412
DXJS,09:30:00.20,30.16,1120
DTEGY,09:30:00.20,16.69,300
DRETF,09:30:00.20,27.152,700
EANRF,09:30:00.20,0.262,1000
DRETF,09:30:00.20,27.143,3
PLPE,09:30:00.20,0.16,1000
PHOT,09:30:00.20,0.1575,3300
PHOT,09:30:00.20,0.1575,1000
PHOT,09:30:00.20,0.1575,200
PHOT,09:30:00.20,0.1575,200
PHOT,09:30:00.20,0.1575,150
PHOT,09:30:00.20,0.1575,5850
PHOT,09:30:00.20,0.157,4900
GIVN,09:30:00.20,29.98,3873
FTSL,09:30:00.20,49.67,152
GENT,09:30:00.20,57.1,1946
GIVN,09:30:00.20,29.98,3873
FTSL,09:30:00.20,49.67,152
GENT,09:30:00.20,57.1,1946
GILD,09:30:00.20,75.37,7
GLRP,09:30:00.20,0.0625,8000
GNBT,09:30:00.20,0.0281,830
GNBT,09:30:00.20,0.0278,5270
FSPM,09:30:00.20,0.49,95
FITX,09:30:00.20,0.006,5000
FITX,09:30:00.20,0.006,5000
KGET,09:30:00.20,0.0027,307000
LATF,09:30:00.20,0.0004,1700000
JFBC,09:30:00.20,11.36,1
NEOM,09:30:00.20,0.0013,2000
PHOT,09:30:00.20,0.1575,616
PHOT,09:30:00.20,0.157,100
PHOT,09:30:00.20,0.1575,5916
PHOT,09:30:00.20,0.157,1900
PHOT,09:30:00.20,0.157,900
PHOT,09:30:00.20,0.157,3100
PHOT,09:30:00.20,0.1575,3584
PHOT,09:30:00.20,0.1575,3000
PHOT,09:30:00.20,0.157,296
PHOT,09:30:00.20,0.1575,1300
PHOT,09:30:00.20,0.157,300
PHOT,09:30:00.20,0.157,209
PHOT,09:30:00.20,0.1575,2000
PGLC,09:30:00.20,0.341,400
PHOT,09:30:00.20,0.1575,5000
DASTY,09:30:00.20,123.47,50
DHCC,09:30:00.20,0.68,200
DHCC,09:30:00.20,0.68,2000
RUTH,09:30:00.20,13.78,17259
RRST,09:30:00.20,8.4,29
SGDH,09:30:00.20,0.046,500
